,text,polarity,sentiment
2511,happy birthday narendramodi happybirthdaymodiji vaccinationdrive largestvaccinationdrive vaccinemandate,0.8,positive
2512,f hot press read now free analytically updated everything accounts,0.325,positive
2513,u n p e c e d e n t e d n ntake bow team india f e f n n covid cowin vaccine vaccination vaccinated,0.0,neutral
2514,maharashtra health minister said government planning increase curbs,0.0,neutral
2515,simple tips will help reduce screen time treat mobile addiction n n mobile,0.0,neutral
2516,loss inflated one ta tion issue company s income tax e ense period surging,0.0,neutral
2517,th september india reported crore vaccinations pm nmore crore people vaccinated single day,-0.07142857142857142,negative
2518,fabulous continue till every citizen india done vaccination,0.4,positive
2519,proud moment india n n covid covidvaccination n coronadebat modihaitohmumkinhai corona,0.8,positive
2520,worldrecord vaccinated narendramodi happybirthdaymodiji covid nit s world record still continuing,0.0,neutral
2521,pincode ncovishield dose slots n nage ages ndate sep nfees nhamilton,0.0,neutral
2522,kerala reports fresh covid infections recoveries deaths today n nactive cases nto,0.3,positive
2523,pincode ncova n dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
2524,pincode ncova n dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
2525,pincode ncovishield dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
2526,pincode ncovishield dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
2527,residential airpurifier market e ected reach value mn cagr download free sample,0.4,positive
2528,share information given together need hour getvaccinatednow covid,0.0,neutral
2529,molecular test rt pcr test news long time now used detect th,-0.05,negative
2530,week study revealed almost british women reported following covid vaccinati,0.0,neutral
2531,nagpuralert persons tested ve city nagpur today y day fartode total cases dea,0.0,neutral
2532,delhi hc asks govt take decision service hookah restaurants restaurants bars covid delhihc,0.0,neutral
2533,religious ethnic minorities continue face discrimination abuses across asia even catholics pakist,0.0,neutral
2534,patients four men one woman among first cases india covid n,0.25,positive
2535,covid pandemic revolutionised way live today forced government private p,-0.054545454545454564,negative
2536,kerala reports fresh covid infections recoveries deaths today death toll rises,0.3,positive
2537,andhrapradesh reports new covid cases recoveries deaths last hours n ntotal cases,0.06818181818181818,positive
2538,million vaccinations already done today counting n nworld record guess covid vaccinations,0.0,neutral
2539,n sathiya moorthy domestic front foodshortages accompanying long shadow forex crisis,-0.025,negative
2540,check list south east delhi vaccine centers age locations list south east delhi district visit,0.0,neutral
2541,covid n happybirthdaymodiji nrecord breaking nindia administers n crore covid nvaccine doses day se,0.0,neutral
2542,sep kerala covid update spoiler alert n nactive cases f n nconfirmed f nrecovere,0.0,neutral
2543,justnow f f n n bjp ruled states collecting thousands doses vaccines last one week make record,0.0,neutral
2544,india registered cr vaccinations today nliberals india vaccinating cr now,0.0,neutral
2545,worldpatientsafetyday union health minister launches guidelines schemes world patient safety day n india,0.0,neutral
2546,covid humanised mouse model supports development full thickness human skin autologous lymphoid tissues,0.175,positive
2547,mehra think will first liberandu say trust india s,0.25,positive
2548,goal vaccinating africa s population covid december appears elusive continent grap,0.0,neutral
2549,milestone tried record moment go covid crore vaccinationdrive,0.0,neutral
2550,bihar administers lakh doses covid vaccines till pm mark narendramodi birthday still counting,0.0,neutral
2551,travel agencies online tourism companies china asked immediately suspend trans provincial gro,0.0,neutral
2552,india administers record cr covid vaccine doses today mandaviya says gift pm modi birthday n n covid,0.0,neutral
2553,mansukhmandaviya celebrates administration crore covid vaccines single day across count,-0.07142857142857142,negative
2554,role doctors healthcare workers integral fight covid n ninteracting,0.0,neutral
2555,people getting vaccinated fight covid gets major fillip n ninteracting local popula,0.03125,positive
2556,observe hon ble pm shri ji s st birthday hcm dr led goa set target admi,0.0,neutral
2557,pincode ncovishield dose slots n nage ages ndate sep nfees nshaker nu,0.0,neutral
2558,covid india sets new record administering two crore vaccine doses narendramodi birthday,0.13636363636363635,positive
2559,health minister mansukh mandviya celebrates administration crore covid vaccines single day ac,-0.07142857142857142,negative
2560,kerala reports new covid infections recoveries deaths today n nactive cases ntot,0.13636363636363635,positive
2561,vaccinationdriveon pm s st birthday india administered crore doses nat pm cro,0.0,neutral
2562,delhi reports new covid cases one death past hours n delhi covid coronavirus,-0.05681818181818182,negative
2563,unbelievable vaccination today n india n vaccination n covid narendramodi modihaitohmumkinhai crore,-0.25,negative
2564,check list east delhi vaccine centers age locations list east delhi district click link gi,0.0,neutral
2565,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2566,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2567,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2568,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2569,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2570,covid india vaccinated today mind blowing million plus still counting even go millio,0.0,neutral
2571,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2572,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2573,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2574,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2575,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2576,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2577,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2578,happybdaymodiji happybirthdaymodiji happybirthdaypmmodi nwell done india n covid covidvaccination,0.0,neutral
2579,listen dr shashank shah featured ndtv obesity diabetes affecting covid deaths,0.0,neutral
2580,mumbai n covid n announces findings fifth serosurvey n per cent fully partially,-0.1,negative
2581,current government data shows around states hold seven crore doses vaccine covid,0.0,neutral
2582,results fifth serosurvey mumbai states people surveyed show signs antibo,0.0,neutral
2583,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2584,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2585,india today n vaccines per second n n vaccines per minute nmore cr vaccine sin,0.0,neutral
2586,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2587,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2588,kids teased bullied shamed body look make kids feel deeply hurt harm,0.0,neutral
2589,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2590,facebook posts list tips battling covid infection home said nurse friend m,0.0,neutral
2591,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
2592,tafrishaala prime time n uk us australia france china,0.0,neutral
2593,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2594,pincode ncovishield dose slots n nage ages ndate sep nfees ncura hosp,0.0,neutral
2595,pincode ncovishield dose slots n nage ages ndate sep nfees naayug mul,0.0,neutral
2596,pincode ncova n dose slots n nage ages ndate sep nfees ndr rajesh h,0.0,neutral
2597,pincode ncova n dose slots n nage ages ndate sep nfees ndr rajesh h,0.0,neutral
2598,victoria hospital now gradually attending cases covid daily requirement,0.0,neutral
2599,pincode ncova n dose slots n nage ages ndate sep nfees ndr rajesh h,0.0,neutral
2600,pincode ncova n dose slots n nage ages ndate sep nfees ndr rajesh h,0.0,neutral
2601,bravo india achieves yet another grand feat crore covid vaccine doses administered less,0.16666666666666669,positive
2602,results received new cases covid detected nagaland,0.13636363636363635,positive
2603,dr ubaidullah shaikh md pediatrician says ca viral fever infection caused virus viruses smal,0.0,neutral
2604,andhra pradesh reports new covid cases recoveries deaths last hours,0.06818181818181818,positive
2605,pincode ncovishield dose slots n nage ages ndate sep nfees nbrindhav,0.0,neutral
